UPC,PAIS,COMPETIDOR,ESTATUS
744100350024,CR,AVENIDA 10,EXISTENTE
744100350048,CR,AVENIDA 10,EXISTENTE
744100350072,CR,AVENIDA 10,EXISTENTE
744100350090,CR,AVENIDA 10,EXISTENTE
744100350155,CR,AVENIDA 10,EXISTENTE
744100350196,CR,AVENIDA 10,EXISTENTE
744100350235,CR,AVENIDA 10,EXISTENTE
744100350287,CR,AVENIDA 10,EXISTENTE
744100350288,CR,AVENIDA 10,EXISTENTE
744100350355,CR,AVENIDA 10,EXISTENTE
744100350456,CR,AVENIDA 10,EXISTENTE
744100350507,CR,AVENIDA 10,EXISTENTE
744100350511,CR,AVENIDA 10,EXISTENTE
744100350621,CR,AVENIDA 10,EXISTENTE
744100350644,CR,AVENIDA 10,EXISTENTE
744100350649,CR,AVENIDA 10,EXISTENTE
744100350659,CR,AVENIDA 10,EXISTENTE
744100350665,CR,AVENIDA 10,EXISTENTE
744100350699,CR,AVENIDA 10,EXISTENTE
744100350700,CR,AVENIDA 10,EXISTENTE
744100351448,CR,AVENIDA 10,EXISTENTE
744100351848,CR,AVENIDA 10,EXISTENTE
744100352015,CR,AVENIDA 10,EXISTENTE
744100352048,CR,AVENIDA 10,EXISTENTE
744100352148,CR,AVENIDA 10,EXISTENTE
744100352215,CR,AVENIDA 10,EXISTENTE
744100352248,CR,AVENIDA 10,EXISTENTE
744100354515,CR,AVENIDA 10,EXISTENTE
744100354548,CR,AVENIDA 10,EXISTENTE
744100356013,CR,AVENIDA 10,EXISTENTE
744100357048,CR,AVENIDA 10,EXISTENTE
744100357115,CR,AVENIDA 10,EXISTENTE
744100357148,CR,AVENIDA 10,EXISTENTE
744100357348,CR,AVENIDA 10,EXISTENTE
744100358148,CR,AVENIDA 10,EXISTENTE
744100358348,CR,AVENIDA 10,EXISTENTE
744100358448,CR,AVENIDA 10,EXISTENTE
744100359046,CR,AVENIDA 10,EXISTENTE
744100359081,CR,AVENIDA 10,EXISTENTE
744100359612,CR,AVENIDA 10,EXISTENTE
744100359809,CR,AVENIDA 10,EXISTENTE
744100359953,CR,AVENIDA 10,EXISTENTE
744100360003,CR,AVENIDA 10,EXISTENTE
744100563476,CR,AVENIDA 10,EXISTENTE
744100563483,CR,AVENIDA 10,EXISTENTE
744100563490,CR,AVENIDA 10,EXISTENTE
744100563508,CR,AVENIDA 10,EXISTENTE
744100563509,CR,AVENIDA 10,EXISTENTE
744100563761,CR,AVENIDA 10,EXISTENTE
744100570219,CR,AVENIDA 10,EXISTENTE
744100570220,CR,AVENIDA 10,EXISTENTE
744100570305,CR,AVENIDA 10,EXISTENTE
744100570582,CR,AVENIDA 10,EXISTENTE
744100571342,CR,AVENIDA 10,EXISTENTE
744100600217,CR,AVENIDA 10,EXISTENTE
744100600227,CR,AVENIDA 10,EXISTENTE
744100600371,CR,AVENIDA 10,EXISTENTE
744100600374,CR,AVENIDA 10,EXISTENTE
744100601277,CR,AVENIDA 10,EXISTENTE
744100601278,CR,AVENIDA 10,EXISTENTE
744100602239,CR,AVENIDA 10,EXISTENTE
744100671072,CR,AVENIDA 10,EXISTENTE
744100681827,CR,AVENIDA 10,EXISTENTE
744100681828,CR,AVENIDA 10,EXISTENTE
744100681830,CR,AVENIDA 10,EXISTENTE
744100713836,CR,AVENIDA 10,EXISTENTE
744100761009,CR,AVENIDA 10,EXISTENTE
744100780072,CR,AVENIDA 10,EXISTENTE
744100780073,CR,AVENIDA 10,EXISTENTE
744100780087,CR,AVENIDA 10,EXISTENTE
744100780088,CR,AVENIDA 10,EXISTENTE
744100780098,CR,AVENIDA 10,EXISTENTE
744100780147,CR,AVENIDA 10,EXISTENTE
744100780151,CR,AVENIDA 10,EXISTENTE
744100780166,CR,AVENIDA 10,EXISTENTE
744100780203,CR,AVENIDA 10,EXISTENTE
744100780205,CR,AVENIDA 10,EXISTENTE
744100780290,CR,AVENIDA 10,EXISTENTE
744100813042,CR,AVENIDA 10,EXISTENTE
744100813043,CR,AVENIDA 10,EXISTENTE
744100813044,CR,AVENIDA 10,EXISTENTE
744100813045,CR,AVENIDA 10,EXISTENTE
744100815461,CR,AVENIDA 10,EXISTENTE
744100815554,CR,AVENIDA 10,EXISTENTE
744100815669,CR,AVENIDA 10,EXISTENTE
744100816675,CR,AVENIDA 10,EXISTENTE
744100816834,CR,AVENIDA 10,EXISTENTE
744100817390,CR,AVENIDA 10,EXISTENTE
744100817391,CR,AVENIDA 10,EXISTENTE
744100817392,CR,AVENIDA 10,EXISTENTE
744100817573,CR,AVENIDA 10,EXISTENTE
744100893125,CR,AVENIDA 10,EXISTENTE
744100893208,CR,AVENIDA 10,EXISTENTE
744100893209,CR,AVENIDA 10,EXISTENTE
744100893391,CR,AVENIDA 10,EXISTENTE
744100894035,CR,AVENIDA 10,EXISTENTE
744100894170,CR,AVENIDA 10,EXISTENTE
744100894435,CR,AVENIDA 10,EXISTENTE
744100894440,CR,AVENIDA 10,EXISTENTE
744100901015,CR,AVENIDA 10,EXISTENTE
744100901041,CR,AVENIDA 10,EXISTENTE
744100940255,CR,AVENIDA 10,EXISTENTE
744100952201,CR,AVENIDA 10,EXISTENTE
744101040010,CR,AVENIDA 10,EXISTENTE
744101040025,CR,AVENIDA 10,EXISTENTE
744101103012,CR,AVENIDA 10,EXISTENTE
744101104041,CR,AVENIDA 10,EXISTENTE
744101105085,CR,AVENIDA 10,EXISTENTE
744101105397,CR,AVENIDA 10,EXISTENTE
744101109116,CR,AVENIDA 10,EXISTENTE
744101109540,CR,AVENIDA 10,EXISTENTE
744101109544,CR,AVENIDA 10,EXISTENTE
744101109547,CR,AVENIDA 10,EXISTENTE
744101109556,CR,AVENIDA 10,EXISTENTE
744101109730,CR,AVENIDA 10,EXISTENTE
744101161101,CR,AVENIDA 10,EXISTENTE
744101350043,CR,AVENIDA 10,EXISTENTE
744101350054,CR,AVENIDA 10,EXISTENTE
744101350065,CR,AVENIDA 10,EXISTENTE
744101350066,CR,AVENIDA 10,EXISTENTE
744101350131,CR,AVENIDA 10,EXISTENTE
744101350146,CR,AVENIDA 10,EXISTENTE
744101350148,CR,AVENIDA 10,EXISTENTE
744101350186,CR,AVENIDA 10,EXISTENTE
744101350227,CR,AVENIDA 10,EXISTENTE
744101350234,CR,AVENIDA 10,EXISTENTE
744101350258,CR,AVENIDA 10,EXISTENTE
744101350318,CR,AVENIDA 10,EXISTENTE
744101350361,CR,AVENIDA 10,EXISTENTE
744101350365,CR,AVENIDA 10,EXISTENTE
744101350414,CR,AVENIDA 10,EXISTENTE
744101350569,CR,AVENIDA 10,EXISTENTE
744101351680,CR,AVENIDA 10,EXISTENTE
744101351681,CR,AVENIDA 10,EXISTENTE
744101356047,CR,AVENIDA 10,EXISTENTE
744101359908,CR,AVENIDA 10,EXISTENTE
744101463684,CR,AVENIDA 10,EXISTENTE
744101463686,CR,AVENIDA 10,EXISTENTE
744101470080,CR,AVENIDA 10,EXISTENTE
744101470415,CR,AVENIDA 10,EXISTENTE
744101470575,CR,AVENIDA 10,EXISTENTE
744101470633,CR,AVENIDA 10,EXISTENTE
744101470726,CR,AVENIDA 10,EXISTENTE
744101470728,CR,AVENIDA 10,EXISTENTE
744101470729,CR,AVENIDA 10,EXISTENTE
744101470743,CR,AVENIDA 10,EXISTENTE
744101470806,CR,AVENIDA 10,EXISTENTE
744101470916,CR,AVENIDA 10,EXISTENTE
744101470935,CR,AVENIDA 10,EXISTENTE
744101471012,CR,AVENIDA 10,EXISTENTE
744101471062,CR,AVENIDA 10,EXISTENTE
744101821005,CR,AVENIDA 10,EXISTENTE
744102346001,CR,AVENIDA 10,EXISTENTE
744102600010,CR,AVENIDA 10,EXISTENTE
744102600011,CR,AVENIDA 10,EXISTENTE
744102600017,CR,AVENIDA 10,EXISTENTE
744102600340,CR,AVENIDA 10,EXISTENTE
744102600348,CR,AVENIDA 10,EXISTENTE
744102600349,CR,AVENIDA 10,EXISTENTE
744102950009,CR,AVENIDA 10,EXISTENTE
744102950011,CR,AVENIDA 10,EXISTENTE
744102950014,CR,AVENIDA 10,EXISTENTE
744102950020,CR,AVENIDA 10,EXISTENTE
744102950031,CR,AVENIDA 10,EXISTENTE
744102950104,CR,AVENIDA 10,EXISTENTE
744102951417,CR,AVENIDA 10,EXISTENTE
744102951852,CR,AVENIDA 10,EXISTENTE
744102952219,CR,AVENIDA 10,EXISTENTE
744102952268,CR,AVENIDA 10,EXISTENTE
744102952269,CR,AVENIDA 10,EXISTENTE
744102952328,CR,AVENIDA 10,EXISTENTE
744102955675,CR,AVENIDA 10,EXISTENTE
744104000143,CR,AVENIDA 10,EXISTENTE
744104000146,CR,AVENIDA 10,EXISTENTE
744104000152,CR,AVENIDA 10,EXISTENTE
744104000156,CR,AVENIDA 10,EXISTENTE
744104000167,CR,AVENIDA 10,EXISTENTE
744104000169,CR,AVENIDA 10,EXISTENTE
744104210004,CR,AVENIDA 10,EXISTENTE
744104260000,CR,AVENIDA 10,EXISTENTE
744104260010,CR,AVENIDA 10,EXISTENTE
744104269962,CR,AVENIDA 10,EXISTENTE
744104269963,CR,AVENIDA 10,EXISTENTE
744105050141,CR,AVENIDA 10,EXISTENTE
744105726582,CR,AVENIDA 10,EXISTENTE
744105726583,CR,AVENIDA 10,EXISTENTE
744105726657,CR,AVENIDA 10,EXISTENTE
744105726681,CR,AVENIDA 10,EXISTENTE
744107410147,CR,AVENIDA 10,EXISTENTE
744107410497,CR,AVENIDA 10,EXISTENTE
744107410793,CR,AVENIDA 10,EXISTENTE
744107410812,CR,AVENIDA 10,EXISTENTE
744107411084,CR,AVENIDA 10,EXISTENTE
744107411085,CR,AVENIDA 10,EXISTENTE
744107411248,CR,AVENIDA 10,EXISTENTE
744107411458,CR,AVENIDA 10,EXISTENTE
744107412238,CR,AVENIDA 10,EXISTENTE
744107412245,CR,AVENIDA 10,EXISTENTE
744107412247,CR,AVENIDA 10,EXISTENTE
744107412255,CR,AVENIDA 10,EXISTENTE
744107412271,CR,AVENIDA 10,EXISTENTE
744107412303,CR,AVENIDA 10,EXISTENTE
744107412305,CR,AVENIDA 10,EXISTENTE
744107412325,CR,AVENIDA 10,EXISTENTE
744107412335,CR,AVENIDA 10,EXISTENTE
744107412350,CR,AVENIDA 10,EXISTENTE
744107412402,CR,AVENIDA 10,EXISTENTE
744107412677,CR,AVENIDA 10,EXISTENTE
744107412715,CR,AVENIDA 10,EXISTENTE
744107412719,CR,AVENIDA 10,EXISTENTE
744107412950,CR,AVENIDA 10,EXISTENTE
744107412954,CR,AVENIDA 10,EXISTENTE
744107412955,CR,AVENIDA 10,EXISTENTE
744107413065,CR,AVENIDA 10,EXISTENTE
744107413322,CR,AVENIDA 10,EXISTENTE
744107413336,CR,AVENIDA 10,EXISTENTE
744107414009,CR,AVENIDA 10,EXISTENTE
744107415001,CR,AVENIDA 10,EXISTENTE
744107415023,CR,AVENIDA 10,EXISTENTE
744107415161,CR,AVENIDA 10,EXISTENTE
744107415210,CR,AVENIDA 10,EXISTENTE
744107415266,CR,AVENIDA 10,EXISTENTE
744107420214,CR,AVENIDA 10,EXISTENTE
744107420415,CR,AVENIDA 10,EXISTENTE
744107420436,CR,AVENIDA 10,EXISTENTE
744107420437,CR,AVENIDA 10,EXISTENTE
744107821160,CR,AVENIDA 10,EXISTENTE
744107821161,CR,AVENIDA 10,EXISTENTE
744107821329,CR,AVENIDA 10,EXISTENTE
744107821393,CR,AVENIDA 10,EXISTENTE
744107821394,CR,AVENIDA 10,EXISTENTE
744107821430,CR,AVENIDA 10,EXISTENTE
744107821431,CR,AVENIDA 10,EXISTENTE
744107821496,CR,AVENIDA 10,EXISTENTE
744107821530,CR,AVENIDA 10,EXISTENTE
744107821553,CR,AVENIDA 10,EXISTENTE
744107821570,CR,AVENIDA 10,EXISTENTE
744107821571,CR,AVENIDA 10,EXISTENTE
744107821592,CR,AVENIDA 10,EXISTENTE
744107821972,CR,AVENIDA 10,EXISTENTE
744107821974,CR,AVENIDA 10,EXISTENTE
744107822117,CR,AVENIDA 10,EXISTENTE
744107822129,CR,AVENIDA 10,EXISTENTE
744107822131,CR,AVENIDA 10,EXISTENTE
744107822133,CR,AVENIDA 10,EXISTENTE
744107822134,CR,AVENIDA 10,EXISTENTE
744107822135,CR,AVENIDA 10,EXISTENTE
744107822138,CR,AVENIDA 10,EXISTENTE
744107822139,CR,AVENIDA 10,EXISTENTE
744107822186,CR,AVENIDA 10,EXISTENTE
744107822187,CR,AVENIDA 10,EXISTENTE
744107822188,CR,AVENIDA 10,EXISTENTE
744107822380,CR,AVENIDA 10,EXISTENTE
744107822443,CR,AVENIDA 10,EXISTENTE
744107822604,CR,AVENIDA 10,EXISTENTE
744107822607,CR,AVENIDA 10,EXISTENTE
744107822609,CR,AVENIDA 10,EXISTENTE
744107822641,CR,AVENIDA 10,EXISTENTE
744107822652,CR,AVENIDA 10,EXISTENTE
744107822713,CR,AVENIDA 10,EXISTENTE
744107822717,CR,AVENIDA 10,EXISTENTE
744107822733,CR,AVENIDA 10,EXISTENTE
744107822744,CR,AVENIDA 10,EXISTENTE
744107822764,CR,AVENIDA 10,EXISTENTE
744107822896,CR,AVENIDA 10,EXISTENTE
744107822969,CR,AVENIDA 10,EXISTENTE
744107823065,CR,AVENIDA 10,EXISTENTE
744107823095,CR,AVENIDA 10,EXISTENTE
744107823096,CR,AVENIDA 10,EXISTENTE
744107823103,CR,AVENIDA 10,EXISTENTE
744107823147,CR,AVENIDA 10,EXISTENTE
744107823179,CR,AVENIDA 10,EXISTENTE
744107823205,CR,AVENIDA 10,EXISTENTE
744107823225,CR,AVENIDA 10,EXISTENTE
744107823226,CR,AVENIDA 10,EXISTENTE
744107823227,CR,AVENIDA 10,EXISTENTE
744107823352,CR,AVENIDA 10,EXISTENTE
744107823353,CR,AVENIDA 10,EXISTENTE
744107823410,CR,AVENIDA 10,EXISTENTE
744107823460,CR,AVENIDA 10,EXISTENTE
744107823504,CR,AVENIDA 10,EXISTENTE
744107823505,CR,AVENIDA 10,EXISTENTE
744107823531,CR,AVENIDA 10,EXISTENTE
744107823547,CR,AVENIDA 10,EXISTENTE
744107823560,CR,AVENIDA 10,EXISTENTE
744107825443,CR,AVENIDA 10,EXISTENTE
744107825498,CR,AVENIDA 10,EXISTENTE
744107825644,CR,AVENIDA 10,EXISTENTE
744107825650,CR,AVENIDA 10,EXISTENTE
744107825651,CR,AVENIDA 10,EXISTENTE
744107825652,CR,AVENIDA 10,EXISTENTE
744107825654,CR,AVENIDA 10,EXISTENTE
744107825657,CR,AVENIDA 10,EXISTENTE
744107825659,CR,AVENIDA 10,EXISTENTE
744107825662,CR,AVENIDA 10,EXISTENTE
744107825690,CR,AVENIDA 10,EXISTENTE
744107825734,CR,AVENIDA 10,EXISTENTE
744107825754,CR,AVENIDA 10,EXISTENTE
744107825756,CR,AVENIDA 10,EXISTENTE
744107825757,CR,AVENIDA 10,EXISTENTE
744107825758,CR,AVENIDA 10,EXISTENTE
744107825759,CR,AVENIDA 10,EXISTENTE
744107825803,CR,AVENIDA 10,EXISTENTE
744107825804,CR,AVENIDA 10,EXISTENTE
744107825817,CR,AVENIDA 10,EXISTENTE
744107825846,CR,AVENIDA 10,EXISTENTE
744107825960,CR,AVENIDA 10,EXISTENTE
744107825961,CR,AVENIDA 10,EXISTENTE
744107825963,CR,AVENIDA 10,EXISTENTE
744107825969,CR,AVENIDA 10,EXISTENTE
744107825971,CR,AVENIDA 10,EXISTENTE
744107825999,CR,AVENIDA 10,EXISTENTE
744107826000,CR,AVENIDA 10,EXISTENTE
744107826001,CR,AVENIDA 10,EXISTENTE
744107826002,CR,AVENIDA 10,EXISTENTE
744107826003,CR,AVENIDA 10,EXISTENTE
744107826004,CR,AVENIDA 10,EXISTENTE
744107826005,CR,AVENIDA 10,EXISTENTE
744107826019,CR,AVENIDA 10,EXISTENTE
744107826065,CR,AVENIDA 10,EXISTENTE
744107826067,CR,AVENIDA 10,EXISTENTE
744107826069,CR,AVENIDA 10,EXISTENTE
744107826083,CR,AVENIDA 10,EXISTENTE
744107826084,CR,AVENIDA 10,EXISTENTE
744107826085,CR,AVENIDA 10,EXISTENTE
744107826086,CR,AVENIDA 10,EXISTENTE
744107826088,CR,AVENIDA 10,EXISTENTE
744107826112,CR,AVENIDA 10,EXISTENTE
744107826131,CR,AVENIDA 10,EXISTENTE
744107826166,CR,AVENIDA 10,EXISTENTE
744107826167,CR,AVENIDA 10,EXISTENTE
744107826168,CR,AVENIDA 10,EXISTENTE
744107826169,CR,AVENIDA 10,EXISTENTE
744107826220,CR,AVENIDA 10,EXISTENTE
744107826234,CR,AVENIDA 10,EXISTENTE
744107826237,CR,AVENIDA 10,EXISTENTE
744107826242,CR,AVENIDA 10,EXISTENTE
744107826245,CR,AVENIDA 10,EXISTENTE
744107828201,CR,AVENIDA 10,EXISTENTE
744107828206,CR,AVENIDA 10,EXISTENTE
744107828804,CR,AVENIDA 10,EXISTENTE
744107828805,CR,AVENIDA 10,EXISTENTE
744108090178,CR,AVENIDA 10,EXISTENTE
744110710162,CR,AVENIDA 10,EXISTENTE
744110710232,CR,AVENIDA 10,EXISTENTE
744111500191,CR,AVENIDA 10,EXISTENTE
744111501197,CR,AVENIDA 10,EXISTENTE
744111502016,CR,AVENIDA 10,EXISTENTE
744111502101,CR,AVENIDA 10,EXISTENTE
744111502190,CR,AVENIDA 10,EXISTENTE
744112330004,CR,AVENIDA 10,EXISTENTE
744112330028,CR,AVENIDA 10,EXISTENTE
744113703001,CR,AVENIDA 10,EXISTENTE
744115590042,CR,AVENIDA 10,EXISTENTE
744116340018,CR,AVENIDA 10,EXISTENTE
744116340069,CR,AVENIDA 10,EXISTENTE
744116340116,CR,AVENIDA 10,EXISTENTE
744116340178,CR,AVENIDA 10,EXISTENTE
744116340469,CR,AVENIDA 10,EXISTENTE
744116340664,CR,AVENIDA 10,EXISTENTE
744116340955,CR,AVENIDA 10,EXISTENTE
744116341076,CR,AVENIDA 10,EXISTENTE
744116341431,CR,AVENIDA 10,EXISTENTE
744116341599,CR,AVENIDA 10,EXISTENTE
744116391004,CR,AVENIDA 10,EXISTENTE
744116393180,CR,AVENIDA 10,EXISTENTE
744300040006,CR,AVENIDA 10,EXISTENTE
744300040021,CR,AVENIDA 10,EXISTENTE
744300114251,CR,AVENIDA 10,EXISTENTE
744300210045,CR,AVENIDA 10,EXISTENTE
744300247600,CR,AVENIDA 10,EXISTENTE
744301854059,CR,AVENIDA 10,EXISTENTE
744302077029,CR,AVENIDA 10,EXISTENTE
744507200142,CR,AVENIDA 10,EXISTENTE
745107900354,CR,AVENIDA 10,EXISTENTE
745107900366,CR,AVENIDA 10,EXISTENTE
745107900371,CR,AVENIDA 10,EXISTENTE
745111088013,CR,AVENIDA 10,EXISTENTE
745111088015,CR,AVENIDA 10,EXISTENTE
745111088017,CR,AVENIDA 10,EXISTENTE
745111088018,CR,AVENIDA 10,EXISTENTE
745111088019,CR,AVENIDA 10,EXISTENTE
745111088021,CR,AVENIDA 10,EXISTENTE
745111088023,CR,AVENIDA 10,EXISTENTE
745111088025,CR,AVENIDA 10,EXISTENTE
745111088027,CR,AVENIDA 10,EXISTENTE
745111088029,CR,AVENIDA 10,EXISTENTE
745111088039,CR,AVENIDA 10,EXISTENTE
745111088046,CR,AVENIDA 10,EXISTENTE
745111088047,CR,AVENIDA 10,EXISTENTE
745111088056,CR,AVENIDA 10,EXISTENTE
750043501949,CR,AVENIDA 10,EXISTENTE
750043501952,CR,AVENIDA 10,EXISTENTE
750043501954,CR,AVENIDA 10,EXISTENTE
750043501970,CR,AVENIDA 10,EXISTENTE
750043501971,CR,AVENIDA 10,EXISTENTE
750043501981,CR,AVENIDA 10,EXISTENTE
750043501982,CR,AVENIDA 10,EXISTENTE
750043510641,CR,AVENIDA 10,EXISTENTE
750043510933,CR,AVENIDA 10,EXISTENTE
750043510934,CR,AVENIDA 10,EXISTENTE
750043511676,CR,AVENIDA 10,EXISTENTE
750043512100,CR,AVENIDA 10,EXISTENTE
750043512611,CR,AVENIDA 10,EXISTENTE
750043512968,CR,AVENIDA 10,EXISTENTE
750043513119,CR,AVENIDA 10,EXISTENTE
750043513881,CR,AVENIDA 10,EXISTENTE
750043514255,CR,AVENIDA 10,EXISTENTE
750043514256,CR,AVENIDA 10,EXISTENTE
750043514750,CR,AVENIDA 10,EXISTENTE
750043515073,CR,AVENIDA 10,EXISTENTE
750043515442,CR,AVENIDA 10,EXISTENTE
750043515584,CR,AVENIDA 10,EXISTENTE
750043515590,CR,AVENIDA 10,EXISTENTE
750043515591,CR,AVENIDA 10,EXISTENTE
750043515687,CR,AVENIDA 10,EXISTENTE
750043515767,CR,AVENIDA 10,EXISTENTE
750043516966,CR,AVENIDA 10,EXISTENTE
750043516972,CR,AVENIDA 10,EXISTENTE
750043517096,CR,AVENIDA 10,EXISTENTE
750043519142,CR,AVENIDA 10,EXISTENTE
750043519158,CR,AVENIDA 10,EXISTENTE
750043519804,CR,AVENIDA 10,EXISTENTE
750043520108,CR,AVENIDA 10,EXISTENTE
750043520404,CR,AVENIDA 10,EXISTENTE
750043521388,CR,AVENIDA 10,EXISTENTE
750043522229,CR,AVENIDA 10,EXISTENTE
750043523123,CR,AVENIDA 10,EXISTENTE
750043523124,CR,AVENIDA 10,EXISTENTE
750043523232,CR,AVENIDA 10,EXISTENTE
750043523233,CR,AVENIDA 10,EXISTENTE
750043523234,CR,AVENIDA 10,EXISTENTE
750043524232,CR,AVENIDA 10,EXISTENTE
750046298100,CR,AVENIDA 10,EXISTENTE
750081003032,CR,AVENIDA 10,EXISTENTE
750100110028,CR,AVENIDA 10,EXISTENTE
750100111618,CR,AVENIDA 10,EXISTENTE
750100116464,CR,AVENIDA 10,EXISTENTE
750100116532,CR,AVENIDA 10,EXISTENTE
750100116899,CR,AVENIDA 10,EXISTENTE
750100117008,CR,AVENIDA 10,EXISTENTE
750100672113,CR,AVENIDA 10,EXISTENTE
750100672131,CR,AVENIDA 10,EXISTENTE
750100745573,CR,AVENIDA 10,EXISTENTE
750100745576,CR,AVENIDA 10,EXISTENTE
750100800553,CR,AVENIDA 10,EXISTENTE
750100801414,CR,AVENIDA 10,EXISTENTE
750100802351,CR,AVENIDA 10,EXISTENTE
750100802355,CR,AVENIDA 10,EXISTENTE
750100803426,CR,AVENIDA 10,EXISTENTE
750100804076,CR,AVENIDA 10,EXISTENTE
750100804077,CR,AVENIDA 10,EXISTENTE
750100804078,CR,AVENIDA 10,EXISTENTE
750100804100,CR,AVENIDA 10,EXISTENTE
750100804168,CR,AVENIDA 10,EXISTENTE
750100804234,CR,AVENIDA 10,EXISTENTE
750100804295,CR,AVENIDA 10,EXISTENTE
750100806395,CR,AVENIDA 10,EXISTENTE
750100808715,CR,AVENIDA 10,EXISTENTE
750101900637,CR,AVENIDA 10,EXISTENTE
750101900638,CR,AVENIDA 10,EXISTENTE
750101900660,CR,AVENIDA 10,EXISTENTE
750101900662,CR,AVENIDA 10,EXISTENTE
750101900664,CR,AVENIDA 10,EXISTENTE
750101903217,CR,AVENIDA 10,EXISTENTE
750101903589,CR,AVENIDA 10,EXISTENTE
750101903660,CR,AVENIDA 10,EXISTENTE
750101903799,CR,AVENIDA 10,EXISTENTE
750101903819,CR,AVENIDA 10,EXISTENTE
750101903973,CR,AVENIDA 10,EXISTENTE
750101904088,CR,AVENIDA 10,EXISTENTE
750101904344,CR,AVENIDA 10,EXISTENTE
750101905002,CR,AVENIDA 10,EXISTENTE
750101905048,CR,AVENIDA 10,EXISTENTE
750101905110,CR,AVENIDA 10,EXISTENTE
750101905325,CR,AVENIDA 10,EXISTENTE
750101905326,CR,AVENIDA 10,EXISTENTE
750101905387,CR,AVENIDA 10,EXISTENTE
750101905698,CR,AVENIDA 10,EXISTENTE
750101905699,CR,AVENIDA 10,EXISTENTE
750102313175,CR,AVENIDA 10,EXISTENTE
750102600532,CR,AVENIDA 10,EXISTENTE
750102600534,CR,AVENIDA 10,EXISTENTE
750103290024,CR,AVENIDA 10,EXISTENTE
750103290052,CR,AVENIDA 10,EXISTENTE
750103290274,CR,AVENIDA 10,EXISTENTE
750103290388,CR,AVENIDA 10,EXISTENTE
750103290390,CR,AVENIDA 10,EXISTENTE
750103290431,CR,AVENIDA 10,EXISTENTE
750103290432,CR,AVENIDA 10,EXISTENTE
750103290498,CR,AVENIDA 10,EXISTENTE
750103290534,CR,AVENIDA 10,EXISTENTE
750103290633,CR,AVENIDA 10,EXISTENTE
750103290686,CR,AVENIDA 10,EXISTENTE
750103290730,CR,AVENIDA 10,EXISTENTE
750103290757,CR,AVENIDA 10,EXISTENTE
750103290832,CR,AVENIDA 10,EXISTENTE
750103290833,CR,AVENIDA 10,EXISTENTE
750103290859,CR,AVENIDA 10,EXISTENTE
750103290961,CR,AVENIDA 10,EXISTENTE
750103291368,CR,AVENIDA 10,EXISTENTE
750103291515,CR,AVENIDA 10,EXISTENTE
750103291547,CR,AVENIDA 10,EXISTENTE
750103291549,CR,AVENIDA 10,EXISTENTE
750103291617,CR,AVENIDA 10,EXISTENTE
750103291709,CR,AVENIDA 10,EXISTENTE
750103291820,CR,AVENIDA 10,EXISTENTE
750103291840,CR,AVENIDA 10,EXISTENTE
750103291966,CR,AVENIDA 10,EXISTENTE
750103292284,CR,AVENIDA 10,EXISTENTE
750103292285,CR,AVENIDA 10,EXISTENTE
750103292286,CR,AVENIDA 10,EXISTENTE
750103292544,CR,AVENIDA 10,EXISTENTE
750103293088,CR,AVENIDA 10,EXISTENTE
750103293178,CR,AVENIDA 10,EXISTENTE
750103293581,CR,AVENIDA 10,EXISTENTE
750103293821,CR,AVENIDA 10,EXISTENTE
750103293881,CR,AVENIDA 10,EXISTENTE
750103590411,CR,AVENIDA 10,EXISTENTE
750103590758,CR,AVENIDA 10,EXISTENTE
750103590759,CR,AVENIDA 10,EXISTENTE
750103590824,CR,AVENIDA 10,EXISTENTE
750103590892,CR,AVENIDA 10,EXISTENTE
750103591101,CR,AVENIDA 10,EXISTENTE
750103591156,CR,AVENIDA 10,EXISTENTE
750103591179,CR,AVENIDA 10,EXISTENTE
750103591184,CR,AVENIDA 10,EXISTENTE
750105455008,CR,AVENIDA 10,EXISTENTE
750105455032,CR,AVENIDA 10,EXISTENTE
750105455037,CR,AVENIDA 10,EXISTENTE
750105455039,CR,AVENIDA 10,EXISTENTE
750105455122,CR,AVENIDA 10,EXISTENTE
750105455456,CR,AVENIDA 10,EXISTENTE
750105455566,CR,AVENIDA 10,EXISTENTE
750105455733,CR,AVENIDA 10,EXISTENTE
750105634011,CR,AVENIDA 10,EXISTENTE
750105634013,CR,AVENIDA 10,EXISTENTE
750105691015,CR,AVENIDA 10,EXISTENTE
750105691016,CR,AVENIDA 10,EXISTENTE
750105863657,CR,AVENIDA 10,EXISTENTE
750105863661,CR,AVENIDA 10,EXISTENTE
750105865268,CR,AVENIDA 10,EXISTENTE
750105871189,CR,AVENIDA 10,EXISTENTE
750105871244,CR,AVENIDA 10,EXISTENTE
750105871498,CR,AVENIDA 10,EXISTENTE
750105871499,CR,AVENIDA 10,EXISTENTE
750105871623,CR,AVENIDA 10,EXISTENTE
750105875094,CR,AVENIDA 10,EXISTENTE
750105875201,CR,AVENIDA 10,EXISTENTE
750105879748,CR,AVENIDA 10,EXISTENTE
750105879752,CR,AVENIDA 10,EXISTENTE
750106419407,CR,AVENIDA 10,EXISTENTE
750107220072,CR,AVENIDA 10,EXISTENTE
750107220073,CR,AVENIDA 10,EXISTENTE
750107220220,CR,AVENIDA 10,EXISTENTE
750107220268,CR,AVENIDA 10,EXISTENTE
750107220269,CR,AVENIDA 10,EXISTENTE
750107220272,CR,AVENIDA 10,EXISTENTE
750107220273,CR,AVENIDA 10,EXISTENTE
